alpha_classifier,conflict_gate,accuracy,advancer_accuracy,conflict_count,warning_count,mean_wdl_probability_diff,group_weight,historical_scale,lambda_decay,test_matches
0.700,True,0.538,0.769,0,7,0.217,1.100,0.200,0.002,13
0.700,False,0.538,0.769,0,7,0.218,1.500,0.200,0.005,13
0.700,True,0.538,0.769,0,7,0.218,1.500,0.200,0.005,13
0.700,False,0.538,0.769,0,7,0.219,1.500,0.200,0.010,13
0.700,True,0.538,0.769,0,7,0.219,1.500,0.200,0.010,13
0.700,False,0.538,0.769,0,7,0.225,1.100,0.350,0.002,13
0.700,True,0.538,0.769,0,7,0.225,1.100,0.350,0.002,13
0.800,False,0.538,0.769,0,7,0.225,1.500,0.500,0.002,13
0.800,True,0.538,0.769,0,7,0.225,1.500,0.500,0.002,13
0.800,False,0.538,0.769,0,7,0.226,2.000,0.200,0.010,13
0.800,True,0.538,0.769,0,7,0.226,2.000,0.200,0.010,13
0.800,False,0.538,0.769,0,7,0.230,2.000,0.200,0.005,13
0.800,True,0.538,0.769,0,7,0.230,2.000,0.200,0.005,13
0.900,False,0.538,0.769,0,7,0.247,1.500,0.350,0.002,13
0.900,True,0.538,0.769,0,7,0.247,1.500,0.350,0.002,13
0.900,False,0.538,0.692,0,7,0.239,2.500,0.200,0.005,13
0.900,True,0.538,0.692,0,7,0.239,2.500,0.200,0.005,13
0.900,False,0.538,0.692,0,7,0.241,1.500,0.200,0.002,13
0.900,True,0.538,0.692,0,7,0.241,1.500,0.200,0.002,13
1.000,False,0.538,0.692,0,7,0.245,3.000,0.200,0.005,13
1.000,True,0.538,0.692,0,7,0.245,3.000,0.200,0.005,13
1.000,False,0.538,0.692,0,7,0.250,3.000,0.200,0.010,13
1.000,True,0.538,0.692,0,7,0.250,3.000,0.200,0.010,13
1.000,False,0.538,0.692,0,7,0.268,1.500,0.200,0.002,13
1.000,True,0.538,0.692,0,7,0.268,1.500,0.200,0.002,13
0.600,False,0.538,0.769,0,8,0.210,1.100,0.350,0.005,13
0.600,True,0.538,0.769,0,8,0.210,1.100,0.350,0.005,13
0.700,False,0.538,0.769,0,8,0.221,2.000,0.500,0.005,13
0.700,True,0.538,0.769,0,8,0.221,2.000,0.500,0.005,13
0.800,False,0.538,0.769,0,8,0.222,3.000,0.500,0.005,13
0.800,True,0.538,0.769,0,8,0.222,3.000,0.500,0.005,13
0.700,False,0.538,0.769,0,8,0.222,2.500,0.750,0.005,13
0.700,True,0.538,0.769,0,8,0.222,2.500,0.750,0.005,13
0.800,False,0.538,0.769,0,8,0.226,2.500,0.350,0.005,13
0.800,True,0.538,0.769,0,8,0.226,2.500,0.350,0.005,13
0.700,False,0.538,0.769,0,8,0.237,1.500,0.500,0.005,13
0.700,True,0.538,0.769,0,8,0.237,1.500,0.500,0.005,13
0.800,False,0.538,0.769,0,8,0.240,3.000,0.750,0.005,13
0.800,True,0.538,0.769,0,8,0.240,3.000,0.750,0.005,13
0.800,False,0.538,0.769,0,8,0.248,1.100,0.200,0.002,13
0.800,True,0.538,0.769,0,8,0.248,1.100,0.200,0.002,13
0.800,False,0.538,0.769,0,8,0.254,2.500,0.750,0.005,13
0.800,True,0.538,0.769,0,8,0.254,2.500,0.750,0.005,13
0.800,True,0.538,0.769,0,8,0.255,1.100,1.000,0.002,13
0.800,False,0.538,0.769,0,8,0.257,1.100,0.350,0.002,13
0.800,True,0.538,0.769,0,8,0.257,1.100,0.350,0.002,13
0.900,True,0.538,0.769,0,8,0.287,1.100,1.000,0.002,13
0.900,False,0.538,0.769,0,8,0.289,1.100,0.350,0.002,13
0.900,True,0.538,0.769,0,8,0.289,1.100,0.350,0.002,13
0.900,False,0.538,0.769,0,8,0.296,1.100,0.500,0.002,13
0.900,True,0.538,0.769,0,8,0.296,1.100,0.500,0.002,13
1.000,True,0.538,0.769,0,8,0.319,1.100,1.000,0.002,13
1.000,False,0.538,0.769,0,8,0.329,1.100,0.500,0.002,13
1.000,True,0.538,0.769,0,8,0.329,1.100,0.500,0.002,13
0.900,False,0.538,0.692,0,8,0.237,3.000,0.350,0.005,13
0.900,True,0.538,0.692,0,8,0.237,3.000,0.350,0.005,13
1.000,False,0.538,0.692,0,8,0.274,1.500,0.350,0.002,13
1.000,True,0.538,0.692,0,8,0.274,1.500,0.350,0.002,13
1.000,False,0.538,0.692,0,8,0.282,1.500,0.500,0.002,13
1.000,True,0.538,0.692,0,8,0.282,1.500,0.500,0.002,13
0.700,False,0.538,0.769,0,9,0.229,1.500,0.350,0.005,13
0.700,True,0.538,0.769,0,9,0.229,1.500,0.350,0.005,13
0.700,False,0.538,0.769,0,9,0.234,1.100,0.200,0.005,13
0.700,True,0.538,0.769,0,9,0.234,1.100,0.200,0.005,13
0.800,False,0.538,0.769,0,9,0.236,2.500,0.500,0.005,13
0.800,True,0.538,0.769,0,9,0.236,2.500,0.500,0.005,13
0.700,False,0.538,0.769,0,9,0.238,1.100,0.200,0.010,13
0.700,True,0.538,0.769,0,9,0.238,1.100,0.200,0.010,13
0.800,False,0.538,0.769,0,9,0.242,2.000,0.350,0.005,13
0.800,True,0.538,0.769,0,9,0.242,2.000,0.350,0.005,13
0.700,False,0.538,0.769,0,9,0.245,1.100,0.350,0.005,13
0.700,True,0.538,0.769,0,9,0.245,1.100,0.350,0.005,13
0.800,False,0.538,0.769,0,9,0.249,1.500,0.200,0.005,13
0.800,True,0.538,0.769,0,9,0.249,1.500,0.200,0.005,13
0.800,False,0.538,0.769,0,9,0.252,2.000,0.500,0.005,13
0.800,True,0.538,0.769,0,9,0.252,2.000,0.500,0.005,13
0.800,False,0.538,0.769,0,9,0.262,1.500,0.350,0.005,13
0.800,True,0.538,0.769,0,9,0.262,1.500,0.350,0.005,13
0.800,False,0.538,0.769,0,9,0.271,1.500,0.500,0.005,13
0.800,True,0.538,0.769,0,9,0.271,1.500,0.500,0.005,13
0.900,False,0.538,0.769,0,9,0.279,1.100,0.200,0.002,13
0.900,True,0.538,0.769,0,9,0.279,1.100,0.200,0.002,13
0.900,False,0.538,0.769,0,9,0.284,2.000,0.500,0.005,13
0.900,True,0.538,0.769,0,9,0.284,2.000,0.500,0.005,13
0.800,False,0.538,0.692,0,9,0.246,4.000,0.500,0.010,13
0.800,True,0.538,0.692,0,9,0.246,4.000,0.500,0.010,13
0.900,False,0.538,0.692,0,9,0.250,3.000,0.500,0.005,13
0.900,True,0.538,0.692,0,9,0.250,3.000,0.500,0.005,13
0.900,False,0.538,0.692,0,9,0.254,2.500,0.350,0.005,13
0.900,True,0.538,0.692,0,9,0.254,2.500,0.350,0.005,13
0.900,False,0.538,0.692,0,9,0.259,2.000,0.200,0.005,13
0.900,True,0.538,0.692,0,9,0.259,2.000,0.200,0.005,13
1.000,False,0.538,0.692,0,9,0.264,3.000,0.350,0.005,13
1.000,True,0.538,0.692,0,9,0.264,3.000,0.350,0.005,13
0.900,False,0.538,0.692,0,9,0.265,2.500,0.500,0.005,13
0.900,True,0.538,0.692,0,9,0.265,2.500,0.500,0.005,13
1.000,False,0.538,0.692,0,9,0.266,2.500,0.200,0.005,13
1.000,True,0.538,0.692,0,9,0.266,2.500,0.200,0.005,13
0.900,False,0.538,0.692,0,9,0.272,2.000,0.350,0.005,13
0.900,True,0.538,0.692,0,9,0.272,2.000,0.350,0.005,13
0.900,False,0.538,0.692,0,9,0.281,1.500,0.200,0.005,13
0.900,True,0.538,0.692,0,9,0.281,1.500,0.200,0.005,13
1.000,False,0.538,0.692,0,9,0.282,2.500,0.350,0.005,13
1.000,True,0.538,0.692,0,9,0.282,2.500,0.350,0.005,13
1.000,False,0.538,0.692,0,9,0.288,2.000,0.200,0.005,13
1.000,True,0.538,0.692,0,9,0.288,2.000,0.200,0.005,13
1.000,False,0.538,0.692,0,9,0.295,2.500,0.500,0.005,13
1.000,True,0.538,0.692,0,9,0.295,2.500,0.500,0.005,13
1.000,False,0.538,0.692,0,9,0.303,2.000,0.350,0.005,13
1.000,True,0.538,0.692,0,9,0.303,2.000,0.350,0.005,13
1.000,False,0.538,0.692,0,9,0.322,1.100,0.350,0.002,13
1.000,True,0.538,0.692,0,9,0.322,1.100,0.350,0.002,13
0.800,False,0.538,0.769,0,10,0.267,1.100,0.200,0.005,13
0.800,True,0.538,0.769,0,10,0.267,1.100,0.200,0.005,13
0.800,False,0.538,0.769,0,10,0.280,1.100,0.350,0.005,13
0.800,True,0.538,0.769,0,10,0.280,1.100,0.350,0.005,13
0.900,False,0.538,0.769,0,10,0.294,1.500,0.350,0.005,13
0.900,True,0.538,0.769,0,10,0.294,1.500,0.350,0.005,13
0.900,False,0.538,0.769,0,10,0.305,1.500,0.500,0.005,13
0.900,True,0.538,0.769,0,10,0.305,1.500,0.500,0.005,13
0.900,False,0.538,0.769,0,11,0.301,1.100,0.200,0.005,13
0.900,True,0.538,0.769,0,11,0.301,1.100,0.200,0.005,13
0.900,False,0.538,0.769,0,11,0.315,1.100,0.350,0.005,13
0.900,True,0.538,0.769,0,11,0.315,1.100,0.350,0.005,13
1.000,False,0.538,0.692,0,11,0.334,1.100,0.200,0.005,13
1.000,True,0.538,0.692,0,11,0.334,1.100,0.200,0.005,13
0.100,False,0.462,0.769,0,0,0.037,2.000,0.750,0.010,13
0.100,True,0.462,0.769,0,0,0.037,2.000,0.750,0.010,13
0.200,False,0.462,0.769,0,0,0.063,3.000,0.500,0.010,13
0.200,True,0.462,0.769,0,0,0.063,3.000,0.500,0.010,13
0.200,False,0.462,0.769,0,0,0.074,2.000,0.750,0.010,13
0.200,True,0.462,0.769,0,0,0.074,2.000,0.750,0.010,13
0.300,False,0.462,0.769,0,0,0.095,3.000,0.500,0.010,13
0.300,True,0.462,0.769,0,0,0.095,3.000,0.500,0.010,13
0.300,False,0.462,0.769,0,0,0.096,2.500,0.500,0.010,13
0.300,True,0.462,0.769,0,0,0.096,2.500,0.500,0.010,13
0.300,False,0.462,0.769,0,0,0.110,2.500,0.750,0.010,13
0.300,True,0.462,0.769,0,0,0.110,2.500,0.750,0.010,13
0.300,False,0.462,0.769,0,0,0.112,2.000,0.750,0.010,13
0.300,True,0.462,0.769,0,0,0.112,2.000,0.750,0.010,13
0.300,False,0.462,0.769,0,0,0.116,2.000,1.000,0.010,13
0.300,True,0.462,0.769,0,0,0.116,2.000,1.000,0.010,13
0.100,False,0.462,0.692,0,0,0.036,3.000,0.750,0.010,13
0.100,True,0.462,0.692,0,0,0.036,3.000,0.750,0.010,13
0.100,False,0.462,0.692,0,0,0.039,2.000,1.000,0.010,13
0.100,True,0.462,0.692,0,0,0.039,2.000,1.000,0.010,13
0.200,False,0.462,0.692,0,0,0.070,4.000,0.750,0.010,13
0.200,True,0.462,0.692,0,0,0.070,4.000,0.750,0.010,13
0.300,False,0.462,0.692,0,0,0.101,2.000,0.500,0.010,13
0.300,True,0.462,0.692,0,0,0.101,2.000,0.500,0.010,13
0.100,False,0.462,0.615,0,0,0.030,1.500,1.000,0.002,13
0.100,True,0.462,0.615,0,0,0.030,1.500,1.000,0.002,13
0.100,False,0.462,0.615,0,0,0.033,2.000,0.750,0.005,13
0.100,True,0.462,0.615,0,0,0.033,2.000,0.750,0.005,13
0.100,False,0.462,0.615,0,0,0.034,2.000,1.000,0.005,13
0.100,True,0.462,0.615,0,0,0.034,2.000,1.000,0.005,13
0.100,False,0.462,0.615,0,0,0.034,1.500,0.750,0.005,13
0.100,True,0.462,0.615,0,0,0.034,1.500,0.750,0.005,13
0.300,False,0.462,0.615,0,0,0.070,2.500,0.750,0.002,13
0.300,True,0.462,0.615,0,0,0.070,2.500,0.750,0.002,13
0.300,False,0.462,0.615,0,0,0.071,3.000,1.000,0.002,13
0.300,True,0.462,0.615,0,0,0.071,3.000,1.000,0.002,13
0.200,False,0.462,0.615,0,0,0.073,1.500,0.750,0.010,13
0.200,True,0.462,0.615,0,0,0.073,1.500,0.750,0.010,13
0.200,False,0.462,0.615,0,0,0.073,1.500,1.000,0.010,13
0.200,True,0.462,0.615,0,0,0.073,1.500,1.000,0.010,13
0.300,False,0.462,0.615,0,0,0.075,2.500,1.000,0.002,13
0.300,True,0.462,0.615,0,0,0.075,2.500,1.000,0.002,13
0.300,False,0.462,0.615,0,0,0.099,2.500,1.000,0.005,13
0.300,True,0.462,0.615,0,0,0.099,2.500,1.000,0.005,13
0.300,False,0.462,0.615,0,0,0.100,2.000,0.750,0.005,13
0.300,True,0.462,0.615,0,0,0.100,2.000,0.750,0.005,13
0.300,False,0.462,0.615,0,0,0.101,2.000,1.000,0.005,13
0.300,True,0.462,0.615,0,0,0.101,2.000,1.000,0.005,13
0.300,False,0.462,0.615,0,0,0.106,1.500,0.500,0.010,13
0.300,True,0.462,0.615,0,0,0.106,1.500,0.500,0.010,13
0.300,False,0.462,0.615,0,0,0.109,1.500,0.750,0.010,13
0.300,True,0.462,0.615,0,0,0.109,1.500,0.750,0.010,13
0.300,False,0.462,0.615,0,0,0.110,1.500,1.000,0.010,13
0.300,True,0.462,0.615,0,0,0.110,1.500,1.000,0.010,13
0.400,False,0.462,0.692,0,1,0.146,1.100,0.500,0.010,13
0.400,True,0.462,0.692,0,1,0.146,1.100,0.500,0.010,13
0.400,False,0.462,0.615,0,1,0.094,2.500,0.750,0.002,13
0.400,True,0.462,0.615,0,1,0.094,2.500,0.750,0.002,13
0.400,False,0.462,0.615,0,1,0.094,3.000,1.000,0.002,13
0.400,True,0.462,0.615,0,1,0.094,3.000,1.000,0.002,13
0.400,False,0.462,0.615,0,1,0.100,2.500,1.000,0.002,13
0.400,True,0.462,0.615,0,1,0.100,2.500,1.000,0.002,13
0.400,False,0.462,0.615,0,1,0.103,2.000,0.750,0.002,13
0.400,True,0.462,0.615,0,1,0.103,2.000,0.750,0.002,13
0.400,False,0.462,0.769,0,2,0.126,3.000,0.500,0.010,13
0.400,True,0.462,0.769,0,2,0.126,3.000,0.500,0.010,13
0.400,False,0.462,0.769,0,2,0.141,4.000,0.750,0.010,13
0.400,True,0.462,0.769,0,2,0.141,4.000,0.750,0.010,13
0.300,False,0.462,0.692,0,2,0.121,2.500,1.000,0.010,13
0.300,True,0.462,0.692,0,2,0.121,2.500,1.000,0.010,13
0.400,False,0.462,0.615,0,2,0.136,1.500,0.500,0.005,13
0.400,True,0.462,0.615,0,2,0.136,1.500,0.500,0.005,13
0.400,False,0.462,0.769,0,3,0.128,2.500,0.500,0.010,13
0.400,True,0.462,0.769,0,3,0.128,2.500,0.500,0.010,13
0.400,False,0.462,0.769,0,3,0.145,3.000,0.750,0.010,13
0.400,True,0.462,0.769,0,3,0.145,3.000,0.750,0.010,13
0.400,False,0.462,0.769,0,3,0.146,2.500,0.750,0.010,13
0.400,True,0.462,0.769,0,3,0.146,2.500,0.750,0.010,13
0.400,False,0.462,0.769,0,3,0.149,2.000,0.750,0.010,13
0.400,True,0.462,0.769,0,3,0.149,2.000,0.750,0.010,13
0.500,False,0.462,0.769,0,3,0.156,2.000,0.350,0.010,13
0.500,True,0.462,0.769,0,3,0.156,2.000,0.350,0.010,13
0.400,False,0.462,0.769,0,3,0.161,2.500,1.000,0.010,13
0.400,True,0.462,0.769,0,3,0.161,2.500,1.000,0.010,13
0.500,False,0.462,0.692,0,3,0.117,2.500,0.750,0.002,13
0.500,True,0.462,0.692,0,3,0.117,2.500,0.750,0.002,13
0.600,False,0.462,0.692,0,3,0.126,4.000,1.000,0.002,13
0.600,True,0.462,0.692,0,3,0.126,4.000,1.000,0.002,13
0.400,False,0.462,0.692,0,3,0.135,2.000,0.500,0.010,13
0.400,True,0.462,0.692,0,3,0.135,2.000,0.500,0.010,13
0.800,False,0.462,0.692,0,3,0.142,4.000,0.500,0.002,13
0.800,True,0.462,0.692,0,3,0.142,4.000,0.500,0.002,13
0.400,False,0.462,0.692,0,3,0.148,1.100,0.750,0.010,13
0.400,True,0.462,0.692,0,3,0.148,1.100,0.750,0.010,13
0.400,False,0.462,0.692,0,3,0.149,1.100,1.000,0.010,13
0.400,True,0.462,0.692,0,3,0.149,1.100,1.000,0.010,13
0.500,False,0.462,0.692,0,3,0.158,3.000,0.500,0.010,13
0.500,True,0.462,0.692,0,3,0.158,3.000,0.500,0.010,13
0.500,False,0.462,0.692,0,3,0.161,2.500,0.500,0.010,13
0.500,True,0.462,0.692,0,3,0.161,2.500,0.500,0.010,13
0.400,False,0.462,0.692,0,3,0.161,3.000,1.000,0.010,13
0.400,True,0.462,0.692,0,3,0.161,3.000,1.000,0.010,13
0.400,False,0.462,0.615,0,3,0.107,2.000,1.000,0.002,13
0.400,True,0.462,0.615,0,3,0.107,2.000,1.000,0.002,13
0.400,False,0.462,0.615,0,3,0.133,2.500,1.000,0.005,13
0.400,True,0.462,0.615,0,3,0.133,2.500,1.000,0.005,13
0.400,False,0.462,0.615,0,3,0.133,2.000,0.750,0.005,13
0.400,True,0.462,0.615,0,3,0.133,2.000,0.750,0.005,13
0.400,False,0.462,0.615,0,3,0.137,1.500,0.750,0.005,13
0.400,True,0.462,0.615,0,3,0.137,1.500,0.750,0.005,13
0.400,False,0.462,0.615,0,3,0.138,1.500,1.000,0.005,13
0.400,True,0.462,0.615,0,3,0.138,1.500,1.000,0.005,13
0.400,False,0.462,0.769,0,4,0.159,4.000,1.000,0.010,13
0.400,True,0.462,0.769,0,4,0.159,4.000,1.000,0.010,13
0.500,False,0.462,0.769,0,4,0.176,4.000,0.750,0.010,13
0.500,True,0.462,0.769,0,4,0.176,4.000,0.750,0.010,13
0.500,False,0.462,0.769,0,4,0.181,3.000,0.750,0.010,13
0.500,True,0.462,0.769,0,4,0.181,3.000,0.750,0.010,13
0.500,False,0.462,0.769,0,4,0.183,2.500,0.750,0.010,13
0.500,True,0.462,0.769,0,4,0.183,2.500,0.750,0.010,13
0.500,False,0.462,0.692,0,4,0.129,2.000,0.750,0.002,13
0.500,True,0.462,0.692,0,4,0.129,2.000,0.750,0.002,13
0.600,False,0.462,0.692,0,4,0.141,2.500,0.750,0.002,13
0.600,True,0.462,0.692,0,4,0.141,2.500,0.750,0.002,13
0.600,False,0.462,0.692,0,4,0.141,3.000,1.000,0.002,13
0.600,True,0.462,0.692,0,4,0.141,3.000,1.000,0.002,13
0.700,False,0.462,0.692,0,4,0.147,4.000,1.000,0.002,13
0.700,True,0.462,0.692,0,4,0.147,4.000,1.000,0.002,13
0.600,False,0.462,0.692,0,4,0.151,2.500,1.000,0.002,13
0.600,True,0.462,0.692,0,4,0.151,2.500,1.000,0.002,13
0.700,False,0.462,0.692,0,4,0.152,3.000,0.750,0.002,13
0.700,True,0.462,0.692,0,4,0.152,3.000,0.750,0.002,13
0.900,False,0.462,0.692,0,4,0.160,4.000,0.500,0.002,13
0.900,True,0.462,0.692,0,4,0.160,4.000,0.500,0.002,13
0.700,False,0.462,0.692,0,4,0.165,3.000,1.000,0.002,13
0.700,True,0.462,0.692,0,4,0.165,3.000,1.000,0.002,13
0.800,False,0.462,0.692,0,4,0.168,4.000,1.000,0.002,13
0.800,True,0.462,0.692,0,4,0.168,4.000,1.000,0.002,13
0.500,False,0.462,0.692,0,4,0.169,2.000,0.500,0.010,13
0.500,True,0.462,0.692,0,4,0.169,2.000,0.500,0.010,13
1.000,False,0.462,0.692,0,4,0.178,4.000,0.500,0.002,13
1.000,True,0.462,0.692,0,4,0.178,4.000,0.500,0.002,13
0.500,False,0.462,0.615,0,4,0.118,3.000,1.000,0.002,13
0.500,True,0.462,0.615,0,4,0.118,3.000,1.000,0.002,13
0.500,False,0.462,0.615,0,4,0.126,2.500,1.000,0.002,13
0.500,True,0.462,0.615,0,4,0.126,2.500,1.000,0.002,13
0.500,False,0.462,0.615,0,4,0.134,2.000,1.000,0.002,13
0.500,True,0.462,0.615,0,4,0.134,2.000,1.000,0.002,13
0.400,False,0.462,0.615,0,4,0.135,2.000,1.000,0.005,13
0.400,True,0.462,0.615,0,4,0.135,2.000,1.000,0.005,13
0.800,False,0.462,0.615,0,4,0.157,4.000,0.750,0.002,13
0.800,True,0.462,0.615,0,4,0.157,4.000,0.750,0.002,13
0.500,False,0.462,0.615,0,4,0.166,2.500,1.000,0.005,13
0.500,True,0.462,0.615,0,4,0.166,2.500,1.000,0.005,13
0.900,False,0.462,0.615,0,4,0.176,4.000,0.750,0.002,13
0.900,True,0.462,0.615,0,4,0.176,4.000,0.750,0.002,13
0.900,False,0.462,0.615,0,4,0.189,4.000,1.000,0.002,13
0.900,True,0.462,0.615,0,4,0.189,4.000,1.000,0.002,13
1.000,False,0.462,0.615,0,4,0.196,4.000,0.750,0.002,13
1.000,True,0.462,0.615,0,4,0.196,4.000,0.750,0.002,13
0.500,False,0.462,0.769,0,5,0.168,1.500,0.350,0.010,13
0.500,True,0.462,0.769,0,5,0.168,1.500,0.350,0.010,13
0.500,False,0.462,0.769,0,5,0.177,1.100,0.350,0.010,13
0.500,True,0.462,0.769,0,5,0.177,1.100,0.350,0.010,13
0.600,False,0.462,0.769,0,5,0.189,3.000,0.500,0.010,13
0.600,True,0.462,0.769,0,5,0.189,3.000,0.500,0.010,13
0.500,False,0.462,0.769,0,5,0.198,4.000,1.000,0.010,13
0.500,True,0.462,0.769,0,5,0.198,4.000,1.000,0.010,13
0.600,False,0.462,0.769,0,5,0.211,4.000,0.750,0.010,13
0.600,True,0.462,0.769,0,5,0.211,4.000,0.750,0.010,13
0.500,False,0.462,0.692,0,5,0.141,1.500,0.500,0.002,13
0.500,True,0.462,0.692,0,5,0.141,1.500,0.500,0.002,13
0.600,False,0.462,0.692,0,5,0.154,2.000,0.750,0.002,13
0.600,True,0.462,0.692,0,5,0.154,2.000,0.750,0.002,13
0.600,False,0.462,0.692,0,5,0.161,2.000,1.000,0.002,13
0.600,True,0.462,0.692,0,5,0.161,2.000,1.000,0.002,13
0.700,False,0.462,0.692,0,5,0.164,2.500,0.750,0.002,13
0.700,True,0.462,0.692,0,5,0.164,2.500,0.750,0.002,13
0.500,False,0.462,0.692,0,5,0.165,1.100,0.500,0.002,13
0.500,True,0.462,0.692,0,5,0.165,1.100,0.500,0.002,13
0.500,False,0.462,0.692,0,5,0.169,1.500,0.500,0.005,13
0.500,True,0.462,0.692,0,5,0.169,1.500,0.500,0.005,13
0.600,False,0.462,0.692,0,5,0.172,1.500,0.750,0.002,13
0.600,True,0.462,0.692,0,5,0.172,1.500,0.750,0.002,13
0.800,False,0.462,0.692,0,5,0.174,3.000,0.750,0.002,13
0.800,True,0.462,0.692,0,5,0.174,3.000,0.750,0.002,13
0.700,False,0.462,0.692,0,5,0.176,2.500,1.000,0.002,13
0.700,True,0.462,0.692,0,5,0.176,2.500,1.000,0.002,13
0.700,False,0.462,0.692,0,5,0.180,2.000,0.750,0.002,13
0.700,True,0.462,0.692,0,5,0.180,2.000,0.750,0.002,13
0.500,False,0.462,0.692,0,5,0.186,1.100,1.000,0.010,13
0.500,True,0.462,0.692,0,5,0.186,1.100,1.000,0.010,13
0.800,False,0.462,0.692,0,5,0.188,2.500,0.750,0.002,13
0.800,True,0.462,0.692,0,5,0.188,2.500,0.750,0.002,13
0.800,False,0.462,0.692,0,5,0.188,3.000,1.000,0.002,13
0.800,True,0.462,0.692,0,5,0.188,3.000,1.000,0.002,13
0.500,False,0.462,0.615,0,5,0.143,1.500,0.750,0.002,13
0.500,True,0.462,0.615,0,5,0.143,1.500,0.750,0.002,13
0.500,False,0.462,0.615,0,5,0.148,1.500,1.000,0.002,13
0.500,True,0.462,0.615,0,5,0.148,1.500,1.000,0.002,13
0.500,False,0.462,0.615,0,5,0.167,2.000,0.750,0.005,13
0.500,True,0.462,0.615,0,5,0.167,2.000,0.750,0.005,13
0.900,False,0.462,0.615,0,5,0.196,3.000,0.750,0.002,13
0.900,True,0.462,0.615,0,5,0.196,3.000,0.750,0.002,13
0.600,False,0.462,0.769,0,6,0.176,2.500,0.350,0.010,13
0.600,True,0.462,0.769,0,6,0.176,2.500,0.350,0.010,13
0.500,False,0.462,0.769,0,6,0.177,1.500,0.500,0.010,13
0.500,True,0.462,0.769,0,6,0.177,1.500,0.500,0.010,13
0.600,False,0.462,0.769,0,6,0.187,2.000,0.350,0.010,13
0.600,True,0.462,0.769,0,6,0.187,2.000,0.350,0.010,13
0.600,False,0.462,0.769,0,6,0.193,2.500,0.500,0.010,13
0.600,True,0.462,0.769,0,6,0.193,2.500,0.500,0.010,13
0.600,False,0.462,0.769,0,6,0.202,1.500,0.350,0.010,13
0.600,True,0.462,0.769,0,6,0.202,1.500,0.350,0.010,13
0.700,False,0.462,0.769,0,6,0.206,2.500,0.350,0.010,13
0.700,True,0.462,0.769,0,6,0.206,2.500,0.350,0.010,13
0.800,False,0.462,0.769,0,6,0.216,4.000,0.750,0.005,13
0.800,True,0.462,0.769,0,6,0.216,4.000,0.750,0.005,13
0.500,False,0.462,0.692,0,6,0.179,1.100,0.500,0.005,13
0.500,True,0.462,0.692,0,6,0.179,1.100,0.500,0.005,13
0.500,False,0.462,0.692,0,6,0.186,2.000,0.750,0.010,13
0.500,True,0.462,0.692,0,6,0.186,2.000,0.750,0.010,13
0.600,False,0.462,0.692,0,6,0.200,2.000,0.750,0.005,13
0.600,True,0.462,0.692,0,6,0.200,2.000,0.750,0.005,13
0.900,False,0.462,0.692,0,6,0.211,2.500,0.750,0.002,13
0.900,True,0.462,0.692,0,6,0.211,2.500,0.750,0.002,13
0.900,False,0.462,0.692,0,6,0.219,4.000,0.500,0.005,13
0.900,True,0.462,0.692,0,6,0.219,4.000,0.500,0.005,13
0.700,False,0.462,0.692,0,6,0.224,3.000,1.000,0.005,13
0.700,True,0.462,0.692,0,6,0.224,3.000,1.000,0.005,13
0.500,False,0.462,0.615,0,6,0.168,2.000,1.000,0.005,13
0.500,True,0.462,0.615,0,6,0.168,2.000,1.000,0.005,13
0.500,False,0.462,0.615,0,6,0.172,1.500,0.750,0.005,13
0.500,True,0.462,0.615,0,6,0.172,1.500,0.750,0.005,13
0.500,False,0.462,0.615,0,6,0.172,1.500,1.000,0.005,13
0.500,True,0.462,0.615,0,6,0.172,1.500,1.000,0.005,13
0.600,False,0.462,0.615,0,6,0.199,2.500,1.000,0.005,13
0.600,True,0.462,0.615,0,6,0.199,2.500,1.000,0.005,13
1.000,False,0.462,0.615,0,6,0.209,4.000,1.000,0.002,13
1.000,True,0.462,0.615,0,6,0.209,4.000,1.000,0.002,13
1.000,False,0.462,0.615,0,6,0.218,3.000,0.750,0.002,13
1.000,True,0.462,0.615,0,6,0.218,3.000,0.750,0.002,13
0.500,False,0.462,0.769,0,7,0.201,3.000,1.000,0.010,13
0.500,True,0.462,0.769,0,7,0.201,3.000,1.000,0.010,13
0.500,False,0.462,0.769,0,7,0.201,2.500,1.000,0.010,13
0.500,True,0.462,0.769,0,7,0.201,2.500,1.000,0.010,13
0.600,False,0.462,0.769,0,7,0.203,2.000,0.500,0.010,13
0.600,True,0.462,0.769,0,7,0.203,2.000,0.500,0.010,13
0.600,False,0.462,0.769,0,7,0.212,1.500,0.500,0.010,13
0.600,True,0.462,0.769,0,7,0.212,1.500,0.500,0.010,13
0.700,False,0.462,0.769,0,7,0.218,2.000,0.350,0.010,13
0.700,True,0.462,0.769,0,7,0.218,2.000,0.350,0.010,13
0.700,False,0.462,0.769,0,7,0.221,3.000,0.500,0.010,13
0.700,True,0.462,0.769,0,7,0.221,3.000,0.500,0.010,13
0.800,False,0.462,0.769,0,7,0.235,2.500,0.350,0.010,13
0.800,True,0.462,0.769,0,7,0.235,2.500,0.350,0.010,13
0.900,False,0.462,0.769,0,7,0.253,1.500,0.500,0.002,13
0.900,True,0.462,0.769,0,7,0.253,1.500,0.500,0.002,13
0.500,False,0.462,0.692,0,7,0.186,1.100,0.750,0.010,13
0.500,True,0.462,0.692,0,7,0.186,1.100,0.750,0.010,13
